user id,test group,converted,total ads,most ads day,most ads hour
1641232,ad,False,2,Wednesday,19
1139117,ad,False,2,Monday,13
1397699,ad,False,2,Tuesday,18
1355889,ad,False,9,Friday,7
1543815,ad,False,27,Thursday,13
1517986,ad,False,10,Monday,21
1128710,ad,False,22,Monday,12
1089996,ad,False,5,Saturday,9
1381995,ad,False,8,Thursday,18
1050693,ad,False,20,Thursday,15
1595710,ad,False,1,Friday,22
1311017,ad,False,4,Monday,12
1590318,ad,False,5,Friday,16
1185532,ad,False,33,Tuesday,13
1111162,ad,False,26,Wednesday,14
1124677,ad,False,42,Tuesday,14
1043687,ad,False,12,Monday,14
1542134,ad,False,8,Saturday,13
1112060,ad,False,65,Tuesday,17
1590280,ad,False,1,Thursday,9
1460592,ad,False,71,Saturday,13
1389294,ad,False,5,Friday,0
1295814,ad,False,2,Tuesday,21
1324310,ad,False,16,Monday,12
1010112,ad,False,7,Sunday,17
1393159,ad,False,6,Saturday,17
1447644,ad,False,5,Monday,8
1523687,ad,False,22,Saturday,17
1653380,ad,False,3,Thursday,19
1126182,ad,False,5,Thursday,18
1445090,ad,False,1,Thursday,10
1507258,ad,False,11,Tuesday,7
1102012,ad,False,4,Tuesday,21
1109908,ad,False,5,Friday,11
1510022,ad,False,15,Saturday,8
1462376,ad,False,1,Monday,19
1469735,ad,False,27,Thursday,11
1089854,ad,False,1,Sunday,13
1560286,ad,False,16,Friday,15
1482487,ad,False,1,Thursday,19
1381010,ad,False,61,Wednesday,21
1089493,ad,False,6,Wednesday,15
1289831,ad,False,27,Tuesday,9
1552549,ad,False,2,Saturday,17
1581113,ad,False,14,Sunday,0
1193230,ad,False,93,Friday,17
1202264,ad,False,26,Thursday,16
1608224,ad,False,20,Wednesday,19
1651625,ad,False,10,Sunday,15
1004768,ad,False,15,Monday,10
1337904,ad,False,47,Sunday,20
1433119,ad,False,10,Sunday,18
1059553,ad,False,1,Tuesday,0
1446658,ad,False,4,Sunday,11
1054349,ad,False,22,Tuesday,13
1392994,ad,False,9,Thursday,10
1096135,ad,True,38,Tuesday,17
1379428,ad,False,1,Wednesday,23
1289808,ad,False,1,Saturday,18
1347556,ad,False,5,Saturday,8
1112333,ad,False,24,Saturday,10
1578224,ad,False,7,Sunday,20
1128785,ad,False,124,Saturday,12
1359487,ad,False,13,Thursday,10
1487494,ad,False,69,Monday,13
1024884,ad,False,18,Tuesday,13
1444148,ad,False,4,Wednesday,12
1146481,ad,False,1,Sunday,14
1381842,ad,False,29,Saturday,11
1155359,ad,False,15,Saturday,17
1008990,ad,False,18,Tuesday,16
1362144,ad,False,17,Tuesday,10
1336424,ad,False,21,Monday,11
1580747,ad,True,73,Friday,14
1173589,ad,False,98,Thursday,23
1038683,ad,False,184,Sunday,13
1326223,ad,False,8,Monday,23
1534044,ad,False,57,Friday,17
1229424,ad,False,15,Friday,19
1516046,ad,False,20,Tuesday,12
1644209,ad,False,2,Thursday,20
1043626,ad,False,52,Saturday,12
1321473,ad,False,2,Friday,19
1641238,ad,True,44,Saturday,23
1405943,ad,False,23,Monday,12
1161925,ad,False,23,Thursday,14
1024539,ad,False,24,Thursday,18
1620477,ad,False,1,Thursday,3
1217894,ad,False,7,Saturday,19
1132498,ad,False,5,Sunday,17
1369952,ad,False,17,Monday,15
1466532,ad,False,1,Saturday,11
1519902,ad,False,8,Saturday,13
1033590,ad,False,7,Saturday,14
1277756,ad,False,1,Saturday,8
1153730,ad,False,20,Monday,23
1180574,ad,False,65,Sunday,16
1253486,ad,False,43,Tuesday,11
1575418,ad,False,84,Tuesday,17
1509057,ad,False,5,Saturday,21
1546303,ad,False,1,Monday,14
1379836,ad,False,6,Friday,14
1402562,ad,False,15,Saturday,15
1468266,ad,False,106,Sunday,18
1111064,ad,False,16,Tuesday,16
1144231,ad,False,2,Monday,18
1439983,ad,False,1,Friday,18
1642435,ad,False,4,Wednesday,10
1174566,ad,False,16,Friday,15
1187444,ad,False,7,Saturday,15
1366173,ad,False,7,Wednesday,11
1071559,ad,False,1,Thursday,17
1209571,ad,False,6,Thursday,18
1335153,ad,False,21,Sunday,6
1114399,ad,False,5,Thursday,22
1452598,ad,False,5,Sunday,0
1304531,ad,False,13,Thursday,12
1153997,ad,False,15,Saturday,18
1073583,ad,False,188,Friday,18
1549361,ad,True,49,Tuesday,11
1259981,ad,False,3,Sunday,17
1510923,ad,False,2,Tuesday,11
1503427,ad,False,1,Sunday,15
1589876,ad,False,12,Friday,9
1077552,ad,False,18,Friday,18
1057016,ad,False,11,Monday,18
1326690,ad,False,18,Sunday,19
1283821,ad,False,13,Saturday,22
1156275,ad,False,10,Tuesday,19
1088028,ad,False,10,Tuesday,18
1643863,ad,False,1,Monday,13
1505405,ad,True,129,Saturday,22
1448888,ad,False,81,Saturday,19
1621214,ad,False,20,Friday,21
1287004,ad,False,13,Friday,16
1597138,ad,False,64,Thursday,0
1130798,ad,False,19,Friday,20
1476655,ad,False,115,Sunday,15
1535103,ad,False,1,Wednesday,23
1293400,ad,False,21,Tuesday,16
1174586,ad,False,6,Thursday,23
1464945,ad,False,27,Monday,11
1520899,ad,False,284,Sunday,20
1309347,ad,False,2,Tuesday,3
1514681,ad,False,23,Wednesday,8
1132989,ad,False,4,Sunday,10
1541919,ad,False,5,Saturday,18
1637386,ad,False,17,Tuesday,13
1001858,ad,False,1,Thursday,21
1415022,ad,False,5,Friday,14
1029044,ad,False,10,Tuesday,14
1152199,ad,False,21,Wednesday,15
1149214,ad,False,1,Thursday,17
1624234,ad,False,4,Saturday,7
1151974,ad,False,4,Sunday,16
1432223,ad,False,18,Friday,15
1441634,ad,False,17,Friday,15
1060391,ad,False,3,Wednesday,12
1637719,ad,False,46,Wednesday,13
1002352,ad,False,2,Sunday,7
1021893,ad,False,1,Thursday,17
1326410,ad,False,6,Tuesday,14
1372642,ad,False,34,Saturday,14
1274890,ad,False,152,Saturday,15
1138996,ad,False,48,Wednesday,22
1138314,ad,False,12,Friday,19
1443836,ad,False,2,Saturday,18
1089911,ad,False,105,Friday,22
1179676,ad,False,53,Sunday,20
1255924,ad,False,32,Wednesday,13
1583829,ad,False,61,Tuesday,13
1014963,ad,False,13,Sunday,12
1007200,ad,False,3,Sunday,17
1254743,ad,False,15,Tuesday,15
1550828,ad,False,11,Friday,22
1257609,ad,False,4,Thursday,9
1626553,ad,False,13,Wednesday,8
1386280,ad,False,7,Thursday,21
1622199,ad,False,35,Sunday,10
1387070,ad,False,1,Thursday,21
1563239,ad,False,60,Monday,15
1511775,ad,False,9,Saturday,14
1514569,ad,False,11,Thursday,10
1109482,ad,False,1,Friday,9
1399362,ad,False,48,Sunday,22
1505337,ad,False,46,Friday,14
1291553,ad,False,7,Thursday,17
1368779,ad,False,8,Sunday,20
1005265,ad,False,4,Sunday,19
1171569,ad,False,2,Wednesday,1
1585471,ad,False,28,Thursday,14
1643856,ad,False,15,Wednesday,9
1243900,ad,False,2,Tuesday,0
1641911,ad,True,273,Monday,13
1223819,ad,False,58,Tuesday,23
1365554,ad,False,5,Wednesday,9
1110910,ad,False,27,Saturday,19
1323706,ad,False,21,Sunday,10
1351337,ad,False,9,Tuesday,11
1202068,ad,False,2,Tuesday,16
1582648,ad,False,5,Monday,16
1275117,ad,False,31,Sunday,22
1548236,ad,False,28,Tuesday,21
1605924,ad,False,8,Sunday,13
1342961,ad,False,24,Tuesday,15
1474061,ad,False,9,Friday,1
1529023,ad,False,1,Wednesday,16
1383516,ad,False,7,Tuesday,15
1384250,ad,False,5,Sunday,21
1609132,ad,False,1,Saturday,21
1309820,ad,False,48,Tuesday,10
1242553,ad,False,12,Thursday,22
1368945,ad,False,2,Sunday,19
1101919,ad,False,4,Wednesday,16
1458322,ad,False,18,Monday,21
1247369,ad,False,34,Wednesday,1
1018674,ad,False,19,Saturday,11
1551169,ad,False,22,Monday,2
1623481,ad,False,7,Thursday,21
1292527,ad,False,29,Sunday,12
1226782,ad,False,1,Thursday,21
1109183,ad,False,62,Wednesday,19
1385133,ad,False,8,Monday,14
1497247,ad,False,16,Friday,13
1388050,ad,False,46,Tuesday,13
1352379,ad,False,12,Saturday,22
1331174,ad,False,6,Monday,18
1474114,ad,False,3,Saturday,12
1253001,ad,False,1,Monday,12
1435754,ad,False,12,Saturday,17
1460254,ad,False,1,Tuesday,22
1433570,ad,False,8,Monday,8
1081803,ad,False,2,Thursday,13
1115077,ad,False,56,Sunday,17
1239173,ad,False,46,Monday,20
1486336,ad,False,18,Friday,23
1626229,ad,False,10,Sunday,8
1199089,ad,False,45,Sunday,17
1452429,ad,False,1,Saturday,13
1228177,ad,False,1,Monday,12
1576004,ad,False,45,Monday,2
1382669,ad,False,1,Thursday,12
1195992,ad,False,6,Friday,21
1252639,ad,False,113,Sunday,12
1268318,ad,False,17,Saturday,13
1411314,ad,False,49,Saturday,9
1104095,ad,False,2,Thursday,19
1042438,ad,False,20,Wednesday,15
1488306,ad,False,5,Thursday,16
1229250,ad,False,6,Sunday,12
1247331,ad,False,17,Tuesday,19
1493463,ad,False,7,Friday,23
1438489,ad,False,7,Tuesday,19
1546879,ad,False,8,Friday,13
1614717,ad,False,7,Monday,13
1598428,ad,False,25,Thursday,13
1257378,ad,False,39,Sunday,15
1305292,ad,False,44,Friday,14
1532198,ad,False,13,Sunday,22
1366111,ad,False,5,Monday,17
1638129,ad,False,6,Friday,3
1366518,ad,False,16,Friday,12
1318587,ad,False,15,Friday,9
1054541,ad,False,60,Wednesday,10
1543197,ad,False,8,Thursday,7
1102437,ad,False,3,Sunday,12
1116885,ad,False,16,Monday,18
1119548,ad,False,59,Tuesday,22
1335487,ad,False,9,Friday,14
1203460,ad,False,2,Saturday,16
1583451,ad,False,8,Wednesday,13
1060410,ad,False,15,Thursday,17
1306333,ad,False,27,Wednesday,1
1556880,ad,False,83,Saturday,16
1349794,ad,False,1,Wednesday,23
1405018,ad,False,5,Monday,21
1090828,ad,False,7,Thursday,10
1640169,ad,False,19,Saturday,16
1036235,ad,False,8,Thursday,13
1319667,ad,False,1,Sunday,12
1054662,ad,False,5,Friday,12
1491426,ad,False,28,Thursday,16
1636694,ad,False,2,Saturday,22
1196836,ad,False,7,Saturday,15
1128761,ad,False,5,Wednesday,17
1519575,ad,False,8,Monday,14
1561225,ad,False,9,Saturday,23
1317429,ad,False,25,Sunday,13
1026776,ad,False,6,Sunday,0
1448239,ad,False,1,Friday,15
1052080,ad,False,115,Friday,9
1486751,ad,False,158,Wednesday,10
1430476,ad,False,1,Monday,9
1473003,ad,False,8,Friday,11
1580706,ad,False,84,Saturday,19
1617318,ad,False,19,Wednesday,20
1032091,ad,False,11,Sunday,13
1654190,ad,False,9,Wednesday,12
1500061,ad,True,5,Monday,11
1170822,ad,False,106,Wednesday,18
1119923,ad,False,14,Thursday,19
1370565,ad,False,2,Tuesday,16
1331281,ad,False,15,Wednesday,14
1533040,ad,False,9,Wednesday,14
1569017,ad,False,22,Friday,11
1092551,ad,False,61,Friday,14
1116821,ad,False,14,Wednesday,13
1112985,ad,False,3,Friday,13
1552666,ad,False,1,Friday,11
1195100,ad,False,5,Saturday,19
1189903,ad,False,2,Wednesday,8
1031083,ad,False,5,Thursday,23
1419389,ad,False,30,Sunday,12
1563615,ad,False,5,Monday,8
1047499,ad,False,15,Monday,20
1436585,ad,False,25,Thursday,9
1227993,ad,False,6,Friday,19
1275831,ad,False,17,Wednesday,20
1396479,ad,False,29,Thursday,18
1203770,ad,False,36,Saturday,15
1625577,ad,False,11,Monday,8
1287047,ad,False,8,Friday,15
1615159,ad,False,2,Sunday,21
1524614,ad,False,45,Monday,11
1505525,ad,False,2,Thursday,15
1327215,ad,False,5,Thursday,19
1025656,ad,False,11,Sunday,20
1025003,ad,False,5,Monday,19
1041444,ad,False,2,Sunday,15
1298377,ad,False,5,Tuesday,22
1299652,ad,False,8,Thursday,9
1465957,ad,False,7,Monday,21
1248668,ad,False,30,Tuesday,16
1273952,ad,False,24,Monday,23
1455558,ad,False,11,Saturday,14
1529664,ad,False,1,Wednesday,17
1344456,ad,False,17,Saturday,18
1632813,ad,False,5,Friday,23
1563232,ad,False,34,Monday,14
1035319,ad,False,3,Saturday,21
1498833,ad,False,12,Friday,15
1393281,ad,False,16,Thursday,16
1544787,ad,False,17,Monday,9
1624551,ad,False,6,Tuesday,13
1534956,ad,False,5,Thursday,8
1005463,ad,False,3,Friday,12
1556047,ad,False,47,Tuesday,12
1108650,ad,False,4,Monday,17
1177979,ad,False,3,Friday,8
1498330,ad,False,25,Friday,13
1184670,ad,False,32,Sunday,10
1269533,ad,False,8,Tuesday,23
1151843,ad,False,8,Monday,16
1288167,ad,False,17,Friday,20
1582900,ad,False,54,Friday,6
1290115,ad,False,3,Thursday,18
1564144,ad,False,3,Sunday,21
1603598,ad,False,28,Friday,23
1571082,ad,False,1,Wednesday,13
1547327,ad,False,9,Tuesday,18
1227659,ad,False,24,Thursday,15
1478154,ad,False,8,Sunday,19
1635071,ad,False,31,Sunday,20
1066653,ad,False,5,Wednesday,16
1554565,ad,False,11,Tuesday,11
1635399,ad,False,20,Saturday,10
1484253,ad,False,8,Friday,17
1086536,ad,False,17,Sunday,18
1404444,ad,False,1,Friday,10
1152844,ad,False,42,Monday,9
1257938,ad,False,14,Friday,11
1551874,ad,False,6,Sunday,20
1566932,ad,False,15,Friday,14
1458766,ad,False,46,Wednesday,23
1188757,ad,False,17,Thursday,22
1255727,ad,True,140,Saturday,12
1483317,ad,False,37,Tuesday,10
1096806,ad,False,7,Friday,1
1536543,ad,False,14,Wednesday,10
1003137,ad,False,27,Tuesday,15
1500639,ad,False,59,Saturday,9
1535823,ad,False,78,Sunday,11
1230785,ad,False,35,Sunday,16
1299509,ad,False,17,Friday,10
1057268,ad,False,3,Saturday,18
1106317,ad,False,20,Sunday,15
1601314,ad,False,30,Thursday,16
1212770,ad,False,15,Saturday,17
1364932,ad,False,15,Thursday,13
1534215,ad,False,32,Tuesday,17
1352943,ad,False,3,Monday,17
1226167,ad,False,17,Friday,21
1093290,ad,False,5,Friday,11
1422805,ad,False,100,Monday,11
1391946,ad,False,32,Sunday,12
1506287,ad,False,6,Monday,10
1000416,ad,False,11,Thursday,21
1238773,ad,False,30,Wednesday,11
1092169,ad,False,2,Tuesday,20
1030238,ad,False,19,Sunday,17
1606915,ad,False,6,Tuesday,20
1548513,ad,True,99,Thursday,13
1526707,ad,False,26,Friday,17
1044285,ad,False,1,Friday,22
1392619,ad,False,56,Sunday,12
1567086,ad,False,11,Sunday,22
1461480,ad,False,18,Thursday,14
1212518,ad,False,51,Sunday,17
1524655,ad,False,25,Thursday,15
1420227,ad,False,12,Monday,23
1212031,ad,False,17,Tuesday,13
1474318,ad,False,10,Monday,15
1206333,ad,False,16,Sunday,9
1036107,ad,False,27,Saturday,19
1538699,ad,False,1,Wednesday,19
1232108,ad,False,7,Friday,14
1434509,ad,False,9,Saturday,19
1625712,ad,False,26,Friday,15
1652463,ad,False,16,Monday,21
1165822,ad,False,51,Friday,10
1299105,ad,False,9,Sunday,5
1645846,ad,False,20,Monday,9
1047459,ad,False,17,Saturday,23
1272578,ad,False,3,Tuesday,19
1319439,ad,False,1,Wednesday,14
1063863,ad,False,16,Thursday,12
1038810,ad,False,20,Monday,14
1014009,ad,False,86,Tuesday,19
1574017,ad,False,1,Sunday,22
1268096,ad,False,11,Thursday,11
1096783,ad,False,5,Saturday,11
1106399,ad,False,14,Tuesday,19
1371270,ad,False,4,Friday,17
1084576,ad,False,3,Saturday,10
1400748,ad,False,162,Thursday,12
1299617,ad,False,33,Tuesday,12
1315788,ad,False,5,Friday,12
1473879,ad,False,1,Monday,15
1323280,ad,False,1,Saturday,18
1001665,ad,False,11,Sunday,13
1225658,ad,False,99,Thursday,9
1243832,ad,False,3,Wednesday,13
1251234,ad,False,8,Sunday,13
1115317,ad,False,78,Friday,20
1549612,ad,False,8,Friday,14
1556206,ad,False,17,Tuesday,17
1478706,ad,False,6,Tuesday,12
1229412,ad,False,14,Sunday,16
1612637,ad,False,16,Wednesday,12
1160063,ad,False,6,Sunday,16
1488388,ad,False,21,Thursday,8
1376035,ad,False,19,Sunday,12
1158626,ad,False,34,Sunday,20
1557746,ad,False,14,Thursday,11
1348559,ad,False,1,Tuesday,14
1011502,ad,True,238,Saturday,1
1129595,ad,False,34,Thursday,15
1006451,ad,False,13,Thursday,23
1225990,ad,False,5,Wednesday,20
1393156,ad,False,38,Wednesday,9
1497177,ad,False,29,Tuesday,12
1361060,ad,False,13,Monday,21
1020988,ad,False,22,Thursday,4
1346562,ad,False,11,Wednesday,13
1328869,ad,False,12,Thursday,9
1341969,ad,False,46,Friday,20
1203312,ad,False,30,Tuesday,11
1079539,ad,False,2,Wednesday,13
1349960,ad,False,41,Tuesday,10
1030179,ad,False,10,Thursday,23
1313371,ad,False,1,Thursday,10
1449400,ad,True,115,Saturday,18
1465724,ad,False,3,Sunday,14
1517968,ad,False,18,Saturday,21
1119247,ad,False,49,Sunday,20
1310245,ad,False,13,Thursday,17
1572643,ad,False,2,Monday,10
1472480,ad,False,18,Saturday,16
1138796,ad,False,7,Saturday,10
1221817,ad,False,282,Friday,14
1415153,ad,False,17,Friday,14
1236290,ad,False,115,Saturday,16
1479843,ad,False,4,Monday,22
1149716,ad,False,17,Monday,19
1152096,ad,False,17,Friday,16
1239559,ad,False,4,Saturday,9
1452259,ad,False,20,Friday,13
1003143,ad,False,1,Saturday,12
1194903,ad,False,5,Saturday,14
1416870,ad,False,1,Friday,12
1175911,ad,False,5,Monday,21
1185983,ad,False,9,Monday,21
1585503,ad,False,9,Wednesday,17
1506704,ad,False,66,Friday,21
1491087,ad,False,16,Saturday,14
1468669,ad,False,15,Friday,13
1532068,ad,False,150,Friday,9
1280310,ad,False,33,Friday,2
1405995,ad,False,4,Wednesday,15
1282310,ad,False,17,Friday,15
1187147,ad,False,41,Wednesday,18
1454090,ad,False,34,Sunday,18
1615772,ad,False,21,Sunday,9
1281673,ad,True,18,Wednesday,14
1406460,ad,False,4,Wednesday,12
1113626,ad,False,8,Friday,18
1406077,ad,False,8,Wednesday,10
1419988,ad,False,13,Thursday,11
1473183,ad,False,13,Friday,16
1359936,ad,True,49,Monday,16
1186680,ad,False,12,Saturday,23
1611569,ad,False,19,Saturday,12
1568709,ad,False,12,Wednesday,13
1625943,ad,False,56,Sunday,18
1560610,ad,False,9,Thursday,15
1311728,ad,False,3,Monday,16
1437653,ad,False,5,Friday,16
1062274,ad,False,1,Friday,21
1524487,ad,False,18,Tuesday,13
1072582,ad,False,55,Sunday,17
1461503,ad,False,9,Friday,12
1648648,ad,False,64,Tuesday,9
1570996,ad,True,173,Wednesday,13
1063046,ad,False,21,Friday,11
1006236,ad,False,10,Thursday,23
1544795,ad,False,3,Saturday,9
1154835,ad,False,2,Saturday,9
1293294,ad,False,5,Wednesday,9
1283380,ad,False,35,Sunday,14
1117660,ad,False,1,Friday,19
1593357,ad,False,10,Monday,23
1203319,ad,False,29,Monday,8
1012278,ad,False,8,Thursday,14
1541909,ad,False,20,Friday,11
1565488,ad,False,22,Thursday,9
1558054,ad,False,3,Tuesday,11
1188748,ad,False,8,Wednesday,15
1097493,ad,False,36,Sunday,12
1529690,ad,False,1,Wednesday,23
1599760,ad,False,11,Sunday,17
1420437,ad,False,2,Tuesday,12
1119063,ad,False,1,Sunday,9
1503751,ad,True,10,Saturday,22
1501767,ad,False,6,Tuesday,15
1491764,ad,False,110,Thursday,8
1076847,ad,False,2,Tuesday,15
1555271,ad,False,10,Thursday,15
1257707,ad,False,62,Tuesday,11
1617018,ad,False,2,Friday,20
1074154,ad,False,6,Monday,14
1052889,ad,False,17,Saturday,11
1405226,ad,False,2,Saturday,12
1230281,ad,False,13,Wednesday,9
1066828,ad,False,1,Tuesday,8
1161883,ad,False,15,Wednesday,13
1609991,ad,False,15,Monday,15
1360490,ad,False,8,Sunday,20
1267521,ad,False,1,Thursday,11
1078027,ad,False,5,Thursday,14
1127029,ad,False,15,Sunday,15
1157135,ad,False,9,Thursday,20
1287800,ad,False,5,Sunday,16
1174482,ad,False,1,Sunday,11
1026870,ad,False,6,Friday,19
1058381,ad,False,9,Monday,21
1160413,ad,False,48,Sunday,17
1273270,ad,False,24,Thursday,12
1652936,ad,False,15,Sunday,12
1347766,ad,True,133,Wednesday,19
1241360,ad,False,4,Saturday,9
1631554,ad,False,62,Saturday,22
1561474,ad,False,388,Sunday,19
1260433,ad,False,17,Monday,17
1621342,ad,False,11,Thursday,16
1011587,ad,False,8,Tuesday,23
1054607,ad,False,6,Monday,13
1292165,ad,False,16,Wednesday,14
1610678,ad,False,2,Friday,13
1637502,ad,False,4,Thursday,23
1117793,ad,False,18,Monday,19
1323081,ad,False,18,Monday,10
1107141,ad,False,19,Sunday,20
1455844,ad,False,4,Thursday,10
1393171,ad,False,5,Tuesday,10
1025303,ad,False,320,Tuesday,19
1568461,ad,False,11,Tuesday,19
1202868,ad,False,2,Friday,8
1487628,ad,False,19,Saturday,10
1610776,ad,False,25,Thursday,10
1136698,ad,False,2,Friday,19
1004447,ad,False,14,Wednesday,17
1017123,ad,False,20,Wednesday,11
1336354,ad,False,9,Friday,17
1635090,ad,False,2,Monday,11
1383063,ad,False,20,Saturday,22
1294820,ad,False,2,Saturday,20
1584813,ad,False,29,Tuesday,14
1164870,ad,False,78,Wednesday,22
1466848,ad,False,6,Friday,16
1133468,ad,False,93,Sunday,15
1271782,ad,True,17,Monday,15
1146987,ad,False,2,Monday,20
1051840,ad,False,4,Friday,18
1519337,ad,False,46,Sunday,10
1181334,ad,False,13,Sunday,12
1280118,ad,False,25,Wednesday,14
1582936,ad,False,25,Saturday,10
1366931,ad,False,1,Thursday,15
1168218,ad,False,59,Sunday,22
1292217,ad,False,1,Sunday,19
1434346,ad,False,16,Wednesday,12
1301214,ad,False,146,Thursday,19
1265233,ad,False,4,Wednesday,13
1495440,ad,False,41,Saturday,21
1503854,ad,False,15,Friday,22
1652062,ad,False,44,Tuesday,16
1593823,ad,False,1,Wednesday,7
1193768,ad,False,16,Saturday,23
1500365,ad,False,8,Monday,12
1535504,ad,False,36,Monday,9
1056426,ad,False,2,Friday,9
1537687,ad,False,14,Saturday,18
1532410,ad,False,13,Monday,13
1502302,ad,False,7,Saturday,20
1022234,ad,False,32,Friday,21
1471576,ad,False,2,Friday,20
1442989,ad,False,22,Tuesday,15
1239212,ad,False,63,Monday,19
1375126,ad,False,15,Sunday,20
1118579,ad,False,10,Monday,8
1371004,ad,False,18,Wednesday,8
1129897,ad,True,82,Sunday,8
1280592,ad,False,85,Tuesday,10
1540053,ad,False,104,Wednesday,10
1376076,ad,False,23,Wednesday,13
1396905,ad,False,12,Tuesday,11
1600269,ad,False,27,Saturday,13
1630357,ad,False,12,Saturday,10
1188337,ad,False,21,Monday,20
1501740,ad,False,2,Monday,8
1136601,ad,False,23,Saturday,23
1405590,ad,False,5,Tuesday,17
1483332,ad,False,14,Thursday,21
1025477,ad,True,24,Thursday,18
1650426,ad,False,17,Thursday,20
1062368,ad,False,2,Friday,12
1398850,ad,False,35,Sunday,16
1369834,ad,False,1,Saturday,23
1474147,ad,False,1,Tuesday,7
1478370,ad,False,108,Monday,22
1483550,ad,False,22,Saturday,20
1226029,ad,False,25,Sunday,17
1473098,ad,False,6,Tuesday,14
1645084,ad,False,13,Saturday,11
1114010,ad,False,15,Saturday,12
1377095,ad,False,7,Friday,9
1046628,ad,False,8,Sunday,11
1034959,ad,False,17,Thursday,12
1246579,ad,False,7,Monday,21
1302910,ad,False,23,Monday,8
1583257,ad,False,2,Tuesday,14
1246977,ad,False,24,Tuesday,22
1311594,ad,False,128,Sunday,22
1504462,ad,False,48,Tuesday,15
1300893,ad,False,5,Sunday,18
1214071,ad,False,1,Wednesday,8
1244215,ad,False,10,Sunday,21
1553872,ad,True,57,Friday,6
1559313,ad,False,13,Thursday,10
1554409,ad,False,25,Wednesday,15
1207732,ad,False,3,Tuesday,11
1274778,ad,False,13,Tuesday,12
1166242,ad,False,153,Thursday,11
1021681,ad,False,15,Sunday,17
1425114,ad,False,119,Saturday,19
1238031,ad,False,3,Saturday,19
1175283,ad,False,28,Thursday,2
1649386,ad,False,3,Friday,16
